retirobaixo,tresmarias,queimado,sobradinho,itaparica,pamx,xingo,serradamesa,canabrava,saosalvador,peixeangelical,lajeado,estreito,tucurui
116,329,37,1975,2127,2301,2301,878,1009,1149,1939,3124,5603,22082
98,266,37,1359,1410,1425,1425,658,800,851,1286,1944,3639,12244
70,179,30,1060,1109,1122,1122,467,560,622,941,1310,2368,6018
71,173,28,1130,1162,1144,1144,387,470,535,816,1041,1870,3971
65,134,23,987,1021,1081,1081,298,374,432,662,799,1429,2779
76,165,23,968,1068,1073,1073,330,410,469,729,763,1518,2791
61,153,34,984,1139,1189,1189,335,415,463,702,729,1537,3007
88,278,33,1355,1385,1411,1411,393,477,514,802,946,1921,3610
134,282,33,1617,1580,1618,1618,480,612,707,1180,1451,2815,5112
551,1817,43,3742,3420,3282,3282,1039,1190,1319,2444,3307,5876,11900
494,1636,74,5138,5351,5432,5432,1161,1278,1447,2609,4030,6510,16990
402,1389,118,4639,4868,4932,4932,1724,1969,2127,3975,5811,7527,20761
295,1300,109,5139,5262,5481,5481,1499,1654,1830,3244,5369,8896,27720
163,540,67,2340,2555,2727,2727,690,809,921,1387,2193,4293,21105
110,359,54,1470,1539,1613,1613,481,569,621,954,1280,2583,8940
87,273,44,1222,1251,1287,1287,362,444,481,753,966,2013,4150
76,215,34,1125,1159,1173,1173,281,359,391,625,846,1809,3039
79,242,28,1031,1026,1108,1108,248,322,361,547,736,1586,2510
124,367,31,1323,1320,1425,1425,295,373,379,581,760,1497,2636
169,442,59,2095,1872,1949,1949,408,512,559,981,1351,2172,3625
157,602,157,3057,3157,3271,3271,604,731,821,1272,2080,3303,6600
542,2043,214,4651,4693,4733,4733,1458,1703,1919,4283,4633,5692,10608
479,3606,294,9244,9301,9134,9134,3235,3615,3975,8514,12011,17468,32634
191,1328,120,12915,13633,13912,13912,1363,1454,1581,2484,4030,6170,24316
199,847,103,3754,4288,4732,4732,1198,1265,1418,2325,3555,5827,23288
234,641,80,2614,2809,3050,3050,716,841,923,1431,2110,3698,14035
145,394,63,1765,1886,1971,1971,514,601,642,1016,1323,2136,6200
89,324,54,1444,1498,1574,1574,401,477,502,820,1104,1688,3540
72,275,47,1283,1425,1450,1450,318,389,412,690,924,1384,2705
93,344,44,1384,1397,1465,1465,325,396,413,693,907,1356,2684
152,497,49,1860,1854,1925,1925,488,571,585,917,1105,1629,2863
320,1358,100,4269,4087,4069,4069,947,1041,1157,1898,1970,3120,4915
415,1495,105,4814,4863,5068,5068,2153,2327,2514,5081,6064,8117,12159
363,1164,84,5840,6053,6090,6090,1494,1537,1815,3073,4520,6760,15817
424,1452,121,4644,4734,4734,4734,1705,1718,1861,3369,4573,6652,17706
292,992,83,3943,4250,4405,4405,1131,1184,1372,2110,3457,5955,20617
216,805,81,2590,2620,2746,2746,784,886,1001,1560,2604,4521,17662
157,421,56,1801,1886,1965,1965,547,625,696,1128,1680,2972,10832
98,381,47,1439,1467,1486,1486,417,474,509,829,1152,1835,4773
71,270,38,1245,1269,1302,1302,323,378,406,680,802,1427,3092
66,237,32,1105,1143,1279,1279,274,324,348,596,665,1171,2417
71,248,28,981,1052,1130,1130,267,318,344,558,626,1121,2294
189,290,27,1214,1255,1295,1295,299,359,405,695,802,1456,2663
118,292,27,1180,1310,1372,1372,273,328,361,665,736,1487,3462
157,659,57,2046,1883,1897,1897,848,918,1007,1560,1744,2952,6030
515,2301,77,5366,5228,5144,5144,1228,1310,1601,2869,4275,6999,16167
182,681,51,4689,5056,5145,5145,949,1057,1212,2070,3160,6258,22095
347,1483,151,4993,4876,4887,4887,2157,2291,2472,4757,6624,10521,30618
210,649,86,4521,5037,5396,5396,1233,1295,1496,2792,4665,7705,28050
183,538,63,2154,2253,2376,2376,636,725,803,1258,1807,3284,15118
118,344,52,1470,1598,1718,1718,482,542,583,986,1221,2357,7106
100,296,45,1378,1411,1430,1430,380,436,472,775,939,1826,4392
82,230,36,1081,1131,1175,1175,288,341,372,627,702,1358,3010
64,194,29,1022,1104,1197,1197,224,269,291,526,593,1136,2475
64,209,23,782,914,933,933,233,279,292,515,567,1158,2506
90,358,38,989,956,991,992,437,519,566,942,954,1658,2916
264,762,69,3062,3084,3097,3097,759,864,970,1555,2182,3372,7580
175,488,74,2872,3052,3105,3105,1049,1154,1338,1968,2997,5235,14567
278,1316,74,3220,3086,2995,2995,1431,1504,1710,2831,4377,7047,22495
317,867,55,2837,3128,3237,3237,991,1107,1269,1954,3288,5769,23183
162,580,65,2587,2754,2837,2838,1313,1354,1551,2649,5099,8693,26856
137,411,50,1731,1835,1893,1893,750,862,982,1651,3120,6275,23639
102,272,36,1188,1377,1490,1490,497,559,606,959,1515,3073,11789
86,250,30,1087,1103,1122,1122,371,424,463,739,1016,2024,4972
65,172,23,851,960,1012,1012,277,327,357,600,753,1499,3380
65,127,19,672,762,811,811,224,268,292,516,620,1174,2424
110,245,20,895,930,955,955,251,299,321,565,678,1263,2512
135,528,47,1651,1690,1696,1697,415,495,528,934,1087,1982,4335
415,1187,71,3244,3123,3121,3122,1076,1187,1359,2176,2998,4912,9727
440,1486,51,4478,4682,4729,4729,977,1100,1281,2157,3610,5969,15655
229,639,39,2180,2392,2457,2457,682,777,867,1277,2071,4128,14471
225,659,55,2234,2201,2199,2200,849,983,1121,1721,2864,5366,17929
141,408,40,1593,1899,1986,1986,645,747,858,1334,2661,5634,19985
107,283,41,1184,1328,1382,1382,436,508,549,875,1531,3612,14106
90,197,28,934,1072,1079,1079,315,374,412,667,979,2081,5952
73,165,23,785,899,903,903,242,290,332,551,740,1455,3685
71,80,21,668,701,710,710,205,246,271,490,596,1152,2670
73,190,18,699,694,688,688,171,204,224,440,522,940,2029
68,204,23,730,825,824,824,263,306,353,596,709,1337,2603
313,1097,34,1702,1590,1549,1550,426,492,582,1136,1383,2327,4456
384,1272,37,3317,3460,3457,3457,483,537,592,1145,1704,2912,6223
986,3503,52,6202,6092,5991,5991,1481,1658,1837,3013,4591,6982,14595
280,1173,40,4622,5092,5241,5241,939,1059,1197,2002,3606,6231,20543
321,1375,58,4461,4397,4323,4323,2204,2622,2925,5166,7762,10961,29163
217,946,74,4053,4461,4612,4612,1768,1962,2237,4093,7291,11641,38026
158,575,52,2438,2582,2707,2708,868,958,1104,1769,3226,5765,26919
147,562,42,1747,1784,1804,1804,595,635,713,1136,1712,2965,10800
106,404,34,1294,1362,1394,1394,448,468,514,870,1197,2084,5855
87,358,28,1197,1220,1260,1260,323,337,360,687,877,1555,3769
100,254,24,1047,1054,1113,1113,321,340,362,676,790,1371,3065
94,338,23,1052,1062,1152,1153,338,377,399,741,842,1478,3003
114,428,31,1343,1300,1318,1318,394,447,553,852,1026,1765,3521
335,1637,47,3446,3120,3033,3033,708,799,874,1439,1894,3137,6356
291,1240,38,3343,3521,3574,3574,865,991,1085,1712,2388,3925,10514
311,1241,56,3360,3342,3346,3346,1164,1384,1468,2567,3699,5409,13700
168,770,42,3096,3285,3341,3341,856,991,1113,1910,3182,5650,18788
116,511,33,1536,1636,1686,1686,447,508,563,987,1566,2951,12956
92,457,27,1122,1226,1252,1252,286,344,436,671,966,2028,7242
109,379,23,950,974,983,983,204,301,326,527,664,1271,3772
68,256,19,838,839,851,851,162,229,238,446,537,955,2843
68,248,15,751,785,787,787,107,178,189,375,437,764,1779
42,196,12,620,660,719,719,137,180,207,373,409,763,1795
72,262,17,704,684,709,710,148,197,226,422,435,833,1950
151,681,54,1994,1852,1842,1843,614,680,744,1125,1240,2074,3622
153,698,73,3241,3209,3204,3204,879,959,1094,1739,2322,3737,7645
207,907,52,3013,3166,3196,3196,689,794,851,1519,2614,4685,12080
103,600,38,1827,1922,1957,1957,576,702,728,1185,1797,3163,12000
289,1637,71,4212,4005,3892,3892,884,1074,1179,2103,3541,6317,19483
117,533,36,2245,2595,2714,2714,330,395,491,781,1347,2871,15886
84,343,29,1201,1329,1336,1336,215,263,275,549,875,2255,12523
58,216,24,874,914,933,933,145,193,222,404,532,1309,4978
50,193,21,787,797,797,797,111,146,217,390,416,970,3168
42,106,17,663,689,697,697,97,136,161,339,361,764,2180
40,104,15,695,793,782,782,131,171,194,357,360,779,1928
49,133,18,570,597,619,619,159,191,247,418,411,870,2173
110,608,27,1601,1516,1479,1480,621,689,824,1360,1614,2858,4132
157,759,53,2990,3186,3223,3224,1375,1541,1766,3009,4333,6784,10716
255,1069,64,4169,4332,4364,4364,1806,2039,2172,3673,5800,9561,21775
380,2131,72,5271,5182,5092,5092,1724,1958,2161,3427,5617,9047,24716
242,1451,90,4455,4516,4530,4530,1766,1982,2179,3773,6338,10180,31339
140,688,56,3316,3676,3789,3789,856,943,1102,1830,3371,6142,27064
89,419,42,1730,1828,1855,1855,459,474,594,957,1638,3374,17942
71,310,34,1188,1231,1243,1243,339,373,457,722,1005,2087,6389
59,239,29,930,960,964,964,266,320,334,589,742,1608,4077
50,166,22,923,1011,1018,1018,206,249,269,480,553,1276,2993
73,240,25,918,936,934,934,223,244,320,531,644,1311,2560
48,112,17,703,806,852,852,164,213,256,443,515,1211,2660
140,570,35,1823,1717,1653,1654,699,759,835,1364,1729,2781,4661
252,915,72,3655,3668,3616,3616,1328,1416,1760,3305,4956,6810,11910
166,741,52,3158,3465,3553,3553,810,881,1033,1582,2739,4301,14410
68,322,36,1695,1803,1826,1826,600,699,842,1264,2267,4049,15222
98,445,55,1719,1795,1767,1767,979,1147,1360,2427,4161,6546,19585
46,215,35,1096,1326,1377,1377,553,615,724,1236,2507,4956,20827
39,158,27,845,847,862,862,322,362,396,726,1289,2755,10342
38,138,22,824,836,850,850,208,275,327,561,862,1878,5617
32,117,17,645,680,685,685,176,207,227,486,633,1386,3404
32,111,14,632,631,631,631,120,162,218,412,530,1118,2425
34,119,13,659,657,668,668,144,167,206,415,445,999,1867
51,199,16,714,750,737,737,315,365,409,663,835,1503,2453
94,428,45,1201,1156,1135,1135,599,642,729,1081,1647,2323,4228
183,796,46,2187,2171,2147,2147,981,1102,1261,1814,2990,4770,10002
292,1329,61,4440,5244,5244,5244,2084,2551,3004,6560,10290,13496,28259
361,1808,62,4761,4766,4766,4766,1741,1956,2166,3811,5582,8812,27856
200,961,48,3516,3671,3671,3671,1036,1132,1226,1961,2696,4903,23157
100,428,41,2234,2362,2362,2362,652,756,847,1567,2459,5645,21996
76,304,29,1074,1110,1110,1110,405,454,499,854,1249,3030,10766
58,233,24,883,894,894,894,300,331,359,572,809,1823,5139
51,187,20,851,847,847,847,239,265,287,460,652,1082,2927
42,112,15,644,662,662,662,163,184,202,342,497,733,2027
55,159,14,506,501,501,501,168,191,211,367,517,790,1791
38,86,9,665,672,672,672,139,159,176,316,464,868,2051
101,345,18,936,909,909,909,329,357,381,570,764,1423,3059
245,860,37,1871,1783,1783,1783,608,647,700,1110,1399,2207,4424
502,1656,52,4118,4087,4087,4087,1197,1319,1439,2375,3365,5057,10368
269,1178,41,4387,4574,4574,4574,1056,1188,1311,2272,3322,6316,16389
224,883,54,2737,2720,2720,2720,1140,1276,1416,2516,3621,7135,22076
131,488,57,2604,2712,2712,2712,919,1095,1256,2524,3961,7960,24613
80,327,37,1374,1406,1406,1406,425,485,542,983,1467,3344,13714
65,249,27,983,998,998,998,293,330,361,610,898,1841,5853
58,218,21,890,896,896,896,206,231,251,414,597,1124,3231
53,169,19,747,755,755,755,135,154,170,291,422,823,2279
44,151,19,680,687,687,687,167,185,199,312,424,678,1759
38,101,15,506,507,507,507,139,158,175,310,451,697,1796
65,220,21,843,823,823,823,283,311,340,568,780,1351,3525
163,718,25,1611,1582,1582,1582,340,381,419,718,1029,1592,5404
350,1288,78,3233,3017,3017,3017,1292,1427,1561,2627,3743,5566,12393
284,1791,167,5002,4910,4910,4910,2998,3354,3714,6551,9525,14799,34547
231,1838,126,6786,6771,6771,6771,1870,2183,2480,4895,7426,13651,36962
208,1050,115,5329,5422,5422,5422,1326,1504,1676,3061,4513,10629,33531
129,477,76,2737,2941,2941,2941,671,746,813,1374,1962,5360,18083
89,394,59,1493,1526,1526,1526,448,489,524,824,1139,2373,6992
79,332,47,1304,1316,1316,1316,321,351,375,588,811,1499,4075
62,261,43,1010,1027,1027,1027,230,252,269,425,588,1069,2872
42,195,37,899,905,905,905,201,221,232,357,487,868,2292
47,196,35,889,883,883,883,252,271,288,431,581,964,2395
50,210,38,1063,1044,1044,1044,330,360,386,607,838,1408,3541
218,1009,55,1841,1734,1734,1734,497,543,592,968,1363,2315,5879
340,1721,53,4123,4052,4052,4052,993,1072,1167,1857,2582,4141,9982
263,1247,82,4915,4988,4988,4988,1359,1525,1665,2875,4147,7420,19684
384,1617,129,4807,4912,4912,4912,1605,1874,2134,4230,6431,11046,28336
150,635,79,4044,4277,4277,4277,797,964,1118,2387,3720,7983,23957
145,552,59,2133,2276,2276,2276,449,535,608,1237,1897,5001,16628
104,397,45,1463,1480,1480,1480,298,339,377,688,1014,2167,6488
80,304,42,1185,1198,1198,1198,236,264,285,475,675,1276,3526
67,256,35,975,986,986,986,188,209,223,362,508,868,2217
80,244,30,984,981,981,981,137,155,164,271,382,680,1794
73,184,22,923,938,938,938,109,128,142,272,409,728,1923
192,718,44,1402,1306,1306,1306,403,429,462,691,932,1293,2646
302,1562,112,4442,4265,4265,4265,1237,1393,1539,2737,3995,5040,8956
173,774,72,4388,4545,4545,4545,692,847,998,2186,3598,6180,15822
184,712,67,2412,2405,2405,2405,792,872,952,1581,2180,5118,16088
219,1338,97,3631,3514,3514,3514,1216,1374,1533,2782,4020,7458,20294
125,689,94,4132,4368,4368,4368,1036,1259,1474,3170,5021,10695,31883
83,379,62,2229,2349,2349,2349,473,562,647,1321,2085,7039,25535
83,289,50,1297,1323,1323,1323,309,350,388,696,1043,2756,9152
58,252,44,1072,1083,1083,1083,228,255,280,480,703,1451,4245
40,213,36,1022,1021,1021,1021,195,214,232,374,526,973,2645
59,225,33,976,979,979,979,169,190,211,375,540,878,2142
64,410,48,1382,1305,1305,1305,419,448,479,726,943,1323,2739
129,656,54,2696,2673,2673,2673,629,680,732,1146,1579,2420,5558
319,2393,81,4062,3889,3889,3889,872,931,992,1469,1972,3043,7044
521,3022,80,5905,5832,5832,5832,1163,1235,1311,1918,2498,3952,9397
382,2456,130,6947,7242,7242,7242,2427,2650,2865,4629,6385,9902,23071
135,814,84,6765,7118,7118,7118,978,1109,1233,2163,3287,8136,26294
109,591,60,2547,2652,2652,2652,642,700,756,1197,1673,5718,20865
85,413,48,1482,1558,1558,1558,389,425,460,723,1027,3060,10671
65,331,40,1302,1299,1299,1299,265,287,310,477,670,1519,4699
51,276,34,995,1007,1007,1007,224,241,257,379,518,998,2795
45,221,28,996,1001,1001,1001,165,178,190,287,389,729,2003
33,172,21,727,744,744,744,129,142,154,247,350,608,1575
48,143,15,573,596,596,596,102,116,131,245,368,626,1592
64,257,20,614,615,615,615,310,329,344,515,614,911,2023
177,649,32,1588,1528,1528,1528,550,593,634,939,1302,1910,4188
306,934,33,1933,1972,1972,1972,605,620,623,941,1186,2918,6935
346,2251,46,4021,3907,3907,3907,1224,1350,1477,2380,3296,6945,15206
389,1530,56,4465,4594,4594,4594,1800,1949,2095,3207,4312,9107,22341
215,1142,55,3964,4953,4953,4953,1102,1239,1378,2405,3580,9621,26222
103,531,36,1901,2021,2021,2021,484,539,599,1006,1520,5942,18014
72,388,28,1127,1146,1146,1146,332,356,381,565,770,2323,6431
61,294,23,928,935,935,935,241,258,275,395,532,1246,3309
48,238,17,843,851,851,851,172,182,192,263,343,806,2149
55,256,16,669,674,674,674,107,117,127,201,281,640,1616
56,213,12,729,742,742,742,97,106,115,185,259,664,1613
92,447,23,945,853,853,853,402,430,448,721,890,1328,2498
410,1607,59,2303,2223,2223,2223,1271,1399,1523,2528,3539,4837,8195
510,2022,63,5409,5393,5393,5393,1224,1326,1426,2226,3050,4856,11590
407,1983,72,5072,5051,5051,5051,1120,1239,1358,2269,3264,6065,16510
231,1350,53,3542,3668,3668,3668,820,920,1018,1812,2631,6382,20368
247,1404,93,4254,4440,4440,4440,1300,1455,1605,2814,4033,8420,24776
122,632,60,2410,2634,2634,2634,636,779,929,1996,3249,8903,29984
98,453,44,1492,1540,1540,1540,409,464,519,930,1392,3814,12842
81,381,36,1236,1248,1248,1248,283,310,339,546,786,1739,5295
62,305,31,976,985,985,985,222,239,256,390,535,1055,2994
72,325,29,1019,1020,1020,1020,239,258,276,414,557,968,2500
173,463,34,1393,1335,1335,1335,537,560,573,821,946,1404,3111
136,456,46,2534,2536,2536,2536,728,811,899,1521,2259,3063,6061
275,1059,70,2730,2641,2641,2641,1271,1350,1413,2164,2804,4257,9674
277,845,72,3459,3538,3538,3538,1428,1613,1804,3114,4497,7257,18033
96,402,52,1939,1929,1929,1929,747,838,931,1646,2512,4930,18685
174,1002,65,2642,2607,2607,2607,1036,1163,1286,2280,3287,5900,19012
93,492,55,2701,2846,2846,2846,749,864,985,1825,2799,6301,24275
71,324,38,1289,1298,1298,1298,290,330,372,668,1010,2427,10400
55,252,31,1025,1047,1047,1047,222,241,260,410,582,1565,4778
46,186,25,815,833,833,833,181,197,214,339,474,1230,2793
35,118,20,690,698,698,698,146,159,172,266,370,993,1985
28,114,16,683,684,684,684,105,116,128,217,309,851,1579
48,274,18,831,828,828,828,211,223,232,365,469,1109,1892
136,777,26,1794,1705,1705,1705,652,692,729,1058,1353,2288,3524
186,1084,48,3086,3118,3118,3118,1157,1195,1222,1719,2192,3882,7061
309,1685,74,4656,4503,4503,4503,2433,2614,2798,4033,5308,8035,14158
84,505,48,2947,3241,3241,3241,1321,1447,1561,2601,3585,7511,21170
246,2218,93,4010,3797,3797,3797,2110,2353,2593,4456,6307,11037,29990
118,1059,75,5080,5291,5291,5291,1145,1326,1516,2854,4517,8642,28933
72,496,48,1881,2014,2014,2014,583,639,696,1118,1618,3654,20938
58,379,40,1232,1255,1255,1255,421,455,490,743,1025,2164,7093
47,305,33,1036,1071,1071,1071,322,345,369,546,746,1546,3956
37,226,26,804,815,815,815,186,204,223,349,494,1162,2458
27,153,19,737,742,742,742,124,135,146,226,317,926,1713
50,251,34,973,910,910,910,315,334,350,526,683,1476,2580
96,379,39,1272,1269,1269,1269,685,730,764,1186,1475,2723,5563
418,1766,71,3635,3412,3412,3412,1371,1488,1607,2518,3524,5536,10613
676,2796,87,5948,5892,5892,5892,2182,2417,2642,4525,6410,9800,20809
224,1062,76,5205,5401,5401,5401,1472,1637,1805,3036,4351,8121,25759
152,690,66,2120,2191,2191,2191,960,1088,1220,2182,3280,6843,24424
124,575,60,2114,2191,2191,2191,634,704,777,1304,1922,4173,16864
94,413,44,1251,1259,1259,1259,383,422,462,759,1093,2530,8721
82,415,35,1221,1238,1238,1238,324,348,374,556,764,1729,5017
59,275,28,904,935,935,935,221,239,257,384,529,1249,3078
45,206,24,755,762,762,762,130,143,156,253,360,953,1846
36,174,20,653,659,659,659,152,159,166,231,300,887,1588
33,146,17,554,559,559,559,250,255,262,300,340,973,1718
79,497,32,1559,1398,1398,1398,564,608,644,1050,1376,2414,3347
64,330,30,2143,2280,2280,2280,585,643,707,1122,1626,3362,7612
105,651,49,1662,1629,1629,1528,1393,1474,1535,2319,2866,5179,10249
136,1059,51,3586,3625,3625,3634,1143,1262,1398,2203,3290,6249,19272
89,596,51,1762,1803,1803,1832,921,1014,1101,1842,2522,5124,19329
103,679,63,2857,2783,2783,2734,873,988,1108,1957,2969,5929,23273
52,284,39,1383,1498,1498,1567,410,452,494,815,1191,2757,16107
57,324,36,1127,1133,1133,1134,399,427,456,660,890,1868,6547
38,200,26,843,853,853,859,256,273,291,418,562,1244,3733
30,142,20,755,761,761,764,173,186,199,290,394,995,2327
27,127,22,605,612,612,615,118,128,139,219,303,834,1846
42,197,24,671,683,683,654,224,239,252,373,488,1085,1998
35,277,28,903,868,868,843,314,332,345,524,676,1588,3806
151,945,54,2842,2653,2653,2506,1114,1256,1387,2524,3392,5061,8064
81,369,39,3420,3683,3768,3768,745,867,995,1907,3107,5637,16035
38,151,34,1280,1359,1384,1384,831,945,1052,1986,2858,6066,21054
45,200,59,1304,1294,1286,1286,1233,1416,1596,3029,4550,8504,28162
45,226,57,1738,1770,1760,1760,1047,1191,1340,2423,3651,6725,24994
34,124,40,1009,1080,1102,1102,531,590,651,1087,1613,3283,15733
34,100,33,695,708,714,714,324,357,392,638,924,1887,6486
34,94,26,767,772,767,767,230,252,275,435,617,1336,3440
36,94,22,679,708,714,714,147,161,176,282,403,1008,2214
19,58,18,634,674,675,675,127,140,152,257,363,916,1842
15,48,14,427,520,529,529,126,137,147,255,354,953,1885
30,171,24,770,799,773,773,375,407,435,710,958,1869,3289
73,506,36,2210,2155,2111,2111,853,944,1035,1715,2411,3688,6854
26,164,19,1133,1307,1366,1366,354,399,443,782,1164,2648,9473
89,559,28,1558,1421,1355,1355,827,898,963,1549,2097,3940,11423
131,817,49,1894,1903,1906,1906,932,1028,1122,1874,2649,4861,16402
59,447,73,2172,2299,2324,2324,869,979,1086,1942,2823,5189,19683
42,267,53,1360,1405,1417,1417,598,677,760,1336,2037,4375,17044
32,170,37,789,843,859,859,334,365,396,621,884,1797,7408
22,118,30,630,651,653,653,240,257,274,405,550,1226,3559
16,72,21,518,558,562,562,156,169,182,275,379,939,2191
28,96,19,406,455,455,455,116,126,136,219,302,776,1470
16,40,12,227,346,354,354,105,118,132,231,334,834,1631
41,163,16,307,344,336,336,161,179,195,342,477,1094,2070
78,360,14,1078,1098,1074,1074,227,244,261,402,555,1272,2261
168,1080,35,2035,2245,2152,2152,1469,1627,1762,3125,4182,5383,6937
84,621,26,4424,4692,4754,4754,856,961,1084,1774,2867,5189,14345
95,471,22,1583,1650,1675,1675,722,788,852,1357,1868,3353,13350
36,200,13,835,917,947,947,315,347,381,611,901,2117,11383
29,139,10,516,557,563,563,233,249,266,387,524,1272,5216
31,132,7,470,486,486,486,165,178,192,285,392,970,2708
20,87,7,382,417,416,416,115,124,133,206,285,699,1600
11,58,7,386,432,435,435,140,149,157,221,286,643,1091
12,52,5,313,390,388,388,94,104,114,190,267,625,1133
13,81,6,354,434,435,435,154,165,175,272,368,804,1378
50,296,15,704,667,631,631,387,405,420,581,723,1293,2272
167,655,27,1989,1889,1844,1844,439,474,511,767,1057,1818,4272
71,366,20,1210,1386,1430,1430,347,375,402,635,852,1750,6007
58,380,37,1638,1610,1585,1585,734,809,879,1485,2091,4622,15312
52,249,29,1025,1143,1185,1185,534,590,645,1092,1548,3814,19094
37,166,22,848,891,899,899,471,548,627,1196,1837,3882,16999
30,183,17,518,539,541,541,260,284,309,477,680,1584,8459
24,101,11,464,500,505,505,158,170,184,275,383,997,3747
19,51,10,376,412,413,413,109,119,129,200,279,725,2011
13,38,8,344,396,395,395,91,99,106,164,228,636,1482
10,27,6,257,340,343,343,98,103,108,150,194,527,1106
10,28,4,207,283,284,284,123,128,132,180,218,583,1082
25,192,14,575,541,508,508,243,272,300,540,764,1315,2377
124,657,35,2091,1978,1921,1921,812,881,947,1486,2040,3018,6231
78,546,32,1667,1845,1891,1891,602,651,696,1107,1497,2826,9436
131,648,43,2221,2232,2188,2188,921,1121,1316,2864,4396,7421,22277
158,724,36,2654,2658,2654,2654,964,1122,1279,2507,3782,7830,25056
62,251,34,1608,1816,1870,1870,724,858,996,2029,3238,7036,26272
42,145,21,743,800,825,825,329,369,411,709,1064,2270,11145
36,118,16,543,554,558,558,229,251,274,438,624,1363,4428
32,77,14,478,488,489,489,168,183,198,310,435,982,2463
35,70,12,425,444,442,442,130,142,155,249,351,864,1739
36,66,11,391,424,429,429,115,123,131,194,262,707,1359
44,160,14,447,473,470,470,194,209,222,345,455,1059,1587
88,727,39,1467,1312,1241,1241,510,546,577,872,1119,1933,3547
85,669,38,2792,2952,2967,2967,766,827,886,1371,1904,3657,9698
69,459,30,1662,1750,1786,1786,408,450,494,801,1138,2392,9180
77,564,26,1277,1236,1207,1207,508,554,597,986,1352,2954,11266
89,912,47,2043,2085,2075,2075,870,983,1087,1983,2816,5381,19200
60,460,60,2121,2153,2156,2156,935,1040,1153,1945,2895,6254,23779
42,350,41,1286,1370,1398,1398,416,458,502,813,1185,2594,12481
33,215,29,729,796,814,814,256,277,298,449,625,1410,5211
31,164,23,622,625,623,623,184,197,210,303,409,1002,2841
31,124,19,514,536,541,541,139,149,160,232,312,788,1793
26,74,16,404,432,436,436,93,105,116,204,295,685,1367
31,85,13,301,334,337,338,114,126,138,234,333,930,1743
47,226,13,462,439,425,425,188,206,222,368,502,1136,2234
107,712,22,1741,1631,1583,1583,279,303,326,510,707,1465,3439
226,982,28,1911,1937,1937,1945,784,848,900,1437,1783,3090,7295
313,1747,51,4120,4040,4040,3939,1369,1476,1582,2467,3492,5929,16003
277,1651,88,4728,4729,4729,4712,1804,2024,2230,3965,5543,8793,27943
134,651,79,3898,4072,4072,4152,1188,1419,1660,3379,5395,8521,27532
78,384,58,1823,1904,1904,1946,599,671,746,1275,1965,3964,17215
58,285,43,1134,1156,1156,1165,383,417,451,700,990,1999,7077
45,222,34,916,927,927,931,273,292,313,460,627,1295,3296
39,178,27,783,792,792,796,202,216,230,335,451,973,2016
34,126,21,666,674,674,677,142,154,165,249,343,801,1463
37,151,26,585,560,560,549,177,186,192,279,341,774,1377
75,290,32,1473,1428,1428,1412,412,447,481,754,1036,2062,3762
120,585,32,1553,1548,1548,1536,387,420,450,705,949,1999,4176
